video_id,title,views,likes,comments,days_since_release,channel_subscribers,acoustic_danceability,acoustic_energy,acoustic_loudness,acoustic_speechiness,acoustic_acousticness,acoustic_instrumentalness,acoustic_liveness,acoustic_valence,acoustic_tempo,acoustic_duration_ms,acoustic_spectral_centroid,acoustic_spectral_rolloff,acoustic_spectral_contrast,acoustic_zero_crossing_rate,acoustic_chroma_stft,acoustic_rmse_energy,acoustic_mfcc_1,acoustic_mfcc_2,acoustic_mfcc_3,acoustic_mfcc_4,acoustic_mfcc_5,acoustic_mfcc_6,acoustic_mfcc_7,acoustic_mfcc_8,acoustic_mfcc_9,acoustic_mfcc_10,acoustic_mfcc_11,acoustic_mfcc_12,acoustic_mfcc_13,acoustic_mfcc_14,acoustic_mfcc_15,target_popularity,like_to_view_ratio,comment_to_view_ratio
SZpiiixlHWY,Tyla - IS IT (Official Music Video),49232369,451469,14044,323,29100,0.2617476973672354,0.9627785691996724,0.5429701419668542,0.930597335794544,0.013920925759565,0.863750812950884,0.613863236026631,0.0265012417029743,0.2244159577732766,0.9911158303310804,0.5580524072515256,0.0226951003107601,0.0967141066207025,0.2005929157536508,0.9918213539744202,0.4807763481439977,0.6931866300730257,0.1214078572683959,0.6313711622109505,0.5995505835618938,0.4384474699064792,0.6185306158388939,0.2984804081793338,0.9574275196817776,0.300665185295367,0.9099750548641614,0.6061455134077438,0.6519429426589648,0.4814242242180421,0.4744376866535009,0.1832947130672692,17.721190267161138,0.0091701658888247,0.0002852594746098
HgBG0W0Y9zc,"Ed Sheeran, Bruno Mars, Dua Lipa, Adele, Maroon 5, Rihanna, The Weeknd - Pop music 2025",3280057,6658,16,450,245000,0.5397346465186025,0.4233219695077922,0.4028531165365302,0.4107240686151149,0.3504296985138279,0.9386287044703812,0.5877448154108363,0.3918319859767448,0.1555793350684595,0.2022643667157179,0.753096424746825,0.2657306869167531,0.4498911041549167,0.3493901844423097,0.6193174076597449,0.5311404781704311,0.5265835162995189,0.8675083139523265,0.2577389773552218,0.903060026791672,0.8941692009220219,0.9851426425007754,0.4581603262610703,0.3266503391435859,0.9185742057123822,0.3157142373481865,0.2112909977007026,0.2639938746966414,0.4926997534025527,0.5539471783706318,0.3146478618093492,15.005399447940045,0.0020298421552301,4.87796252383342e-06
UN5t2BxBUos,Top Hits 2025 Playlist 🎧 New Songs 2025 🎶 Trending Spotify Hits Mix 🎤 Tiktok Viral Songs,140782,716,23,165,34200,0.2641376393540127,0.2449232180602045,0.4745546508719703,0.8628431320164244,0.1796629464532363,0.596547783491854,0.6671458453035146,0.2344741723365901,0.1376029892410877,0.8104636957281958,0.23058183031144,0.7675728528373241,0.2586842775315255,0.8739959492987129,0.2003863994643659,0.986965792989704,0.696780913674324,0.8893871472344741,0.6718800510654925,0.2663503116864177,0.6689138867302192,0.3294483067297903,0.1482130672726163,0.1966063793927474,0.1490354119053647,0.6127279598706553,0.1581172893379543,0.8567233937581562,0.1177535497815631,0.5980316848834688,0.3023654701762819,11.860047928902649,0.0050858413302742,0.0001633719980395
whawKLSTSIc,Popular Songs 2025 - Spotify - Top Hits & Pop Music Playlist,496798,1384,9,288,1060,0.004512731338076,0.9329966824011204,0.4568671047043522,0.945226827704766,0.1529562893752235,0.5799637642933861,0.929246520933414,0.3943735432977081,0.1836574545028945,0.8471609012165043,0.5719660862228243,0.9424813367488138,0.1759814709811508,0.1664667449587944,0.3145883835756472,0.1482871466035404,0.4898005674656224,0.4459845295750907,0.6828383584036551,0.8772511765037568,0.104730690151585,0.7602872297358528,0.248808523768185,0.4150719825245221,0.1089682847970303,0.1587338840104845,0.7400761493570491,0.0568844310413807,0.6367335722605358,0.7109384126702113,0.580584197913869,13.118722758385788,0.0027858349151266,1.811597849432064e-05
Ym8hNu4DrgI,Global Dance Music 2025 Mix 🔥 Top 50 Most Listened Dance Songs 2025 HITS MIX,607042,4080,42,470,1390000,0.6691313346614154,0.4142940196455045,0.8894455755645663,0.599696148974591,0.6363882654917234,0.8701485506487141,0.1844503394750738,0.8178093538956535,0.9600911595889792,0.2346812782152192,0.4484354990486797,0.3546952008498527,0.506994633092111,0.5524482446719022,0.8998381775606549,0.5213071119313333,0.1086203872790076,0.8506671069858952,0.2148100941716469,0.5323401062963659,0.3990694396085454,0.1647709821917037,0.8218625697377154,0.1493731235291231,0.2150109322861549,0.8027526131053359,0.4915197811862909,0.3415120310800495,0.7442069744447208,0.7999997103788148,0.6519647077610536,13.323053527222696,0.0067211054241627,6.918784995461606e-05
LuzXr3He9NI,Top Hits 2026 Playlist ~ Trending Music 2026 🎵 Spotify Mix ~ Best TikTok Songs (Hits Collection),13784104,46610,2922,213,182000,0.0103230244253387,0.2655904016052961,0.0441502104536896,0.3336195580892543,0.855828192173406,0.773216122733192,0.6060399445113814,0.4853337105774278,0.2361764792992972,0.1181185640447129,0.6347531787196963,0.8445361184043964,0.2719570888707152,0.9956591680926008,0.2403935191558199,0.0167557670528522,0.8009009767356476,0.3671590470434479,0.6603835807730271,0.8166490954743812,0.4216096264214891,0.4008178560079928,0.624459046737061,0.8999241398384689,0.3427057653892296,0.1523946906648313,0.535030118062385,0.6657430502286291,0.8271088695594333,0.658512667583765,0.6568592709014235,16.44240240150921,0.0033814310033186,0.000211983295252
g4dMTOnaSN0,Radio Hits 2025 - Top Songs 2025 - Pop Music New Songs 2025 Playlist - Hits Radio 1,219567,647,42,309,609000,0.2385794476767005,0.0831741030784781,0.1443912691023554,0.815137714019069,0.2364421578489594,0.1356748810681943,0.6632936536051379,0.1843547393069021,0.5503032834804769,0.9864103945512632,0.5858514967780697,0.939403716357889,0.6968490566004873,0.8029612901420379,0.1353179511830046,0.4940987603957247,0.5041169772073258,0.6767757793330331,0.7980133620769013,0.8176917629124225,0.8997283289057459,0.1459675098020745,0.1908714347272512,0.6011631354527216,0.9039028462098334,0.8697678927898028,0.1356278665276042,0.1471278269549317,0.2487290855109751,0.7374989670456065,0.5246716182312354,12.30235962084167,0.0029466953290096,0.0001912847045106
MIODLlSnDU8,Best Benson Boone Songs | Pop Hits Playlist 2025,1323300,7987,274,315,27300,0.7720938975970034,0.7239280167097644,0.4311340292412851,0.4984351510022883,0.1300566926724322,0.8504509518620327,0.177760470367007,0.354456925890513,0.9959463036908994,0.4192298234472251,0.0182349405440143,0.1194807772322508,0.5451817913247542,0.4291942492282634,0.0172568679784811,0.6333249018679532,0.2226799111161497,0.9895751208988816,0.1993338332663575,0.0132339451180912,0.0040326554286945,0.319359650364744,0.8500824294830432,0.557767438005909,0.9216196201281088,0.8953922740889039,0.2482151052199324,0.0664156214334782,0.3757057246664693,0.22262109910838,0.8005755712664222,14.101657452633422,0.0060356638436757,0.0002070579558241
3ihtcnPwkqI,Acoustic songs 2025 🌸 Music 2025 new songs with lyrics that last through love,6472075,22074,540,276,131000,0.3904612497002591,0.8361796424111889,0.4950382992680449,0.0284340674700191,0.567538991271257,0.5527605145452082,0.7301636877260954,0.180024010970087,0.214490676350766,0.6567381592869044,0.8011754309720098,0.9236178333801784,0.2312742052742638,0.776358234551158,0.7615691890616797,0.0148829766816858,0.7997781800589531,0.9970193945556156,0.2395575353132434,0.6479569455371923,0.8369317456015043,0.2407511700388056,0.786342655552181,0.9875724590255844,0.1304224441093393,0.529411374838925,0.1266507052183259,0.2590710290922581,0.311958681872028,0.7256132915214332,0.1470922676758302,15.6864123296227,0.0034106521616866,8.343536138945217e-05
pTGxDGOkiSk,Party songs 2025 🌈 Best dance songs 2025 ~ Songs that make you dance,3058360,10559,486,502,2700000,0.879719192994931,0.760685078510937,0.32241431338901,0.9639365404236324,0.2760674832142256,0.3335533814345581,0.6364851931411166,0.727849069391474,0.529899079422289,0.379292242996289,0.6002870638375328,0.7022507784514385,0.0921615539183813,0.0257411042978623,0.3361617603604252,0.6901117753566127,0.5001570897246954,0.414855596537741,0.2291257347334613,0.8160667588069923,0.297852990139379,0.0855370591537084,0.8566370657624832,0.1730003543326272,0.4218704659539011,0.4864315993199906,0.618776694888252,0.6857704798064543,0.9598196782793964,0.7135873402871373,0.0114351409056824,14.93683626613928,0.0034525028274948,0.0001589086442051
dDL3Ljvs1F4,"Ed Sheeran, Rihanna, Selena Gomez, Bruno Mars, Maroon 5, Zayn, Adele, Dua Lipa 💎 Billboard Hot 100",2028279,5825,253,375,19100,0.5465564271607136,0.8971192080165333,0.0079553933732026,0.1762391209634363,0.0329299824842251,0.6006201506740779,0.0324452392335822,0.4018367330389877,0.9616013970352608,0.5939649219677547,0.67706960705054,0.5841193041937546,0.337920648154656,0.2803138717797004,0.6537500908557529,0.1457767911065637,0.7759681950245594,0.3048039467976625,0.2079129328243159,0.4396223805571388,0.2239223206816746,0.7969484701747199,0.5860621611180667,0.0011769054544125,0.6697567985535268,0.2434020000848411,0.0936123378257524,0.683321501492548,0.1359674781189932,0.0171580721447591,0.5515429834053772,14.52556647667713,0.0028718914548287,0.0001247362297118
3LQROTIHyN8,"Billboard 🍁 Spotify Playlist 2025❄️ Maroon 5, Billie Eillish, The Weeknd, Bruno Mars, Justin Bieber",2978318,10926,16,232,20900,0.986321623814343,0.9673103241757254,0.0244986003388635,0.0656833301545201,0.0639339080779347,0.3168831813752203,0.4884589009661764,0.161160772818024,0.7023433391949667,0.5420481972416711,0.4172787506707061,0.4015730867760236,0.0372525848196451,0.4462891056686495,0.4549612387160705,0.5443855881140993,0.1886784392879145,0.6120772144396062,0.6759184982109315,0.6131098080809588,0.340503505522952,0.6287912542700388,0.8725969464814496,0.2190452105825268,0.94123056059877,0.6834050126983693,0.8283976021002624,0.6939578270209854,0.0765889025592027,0.2204545967927674,0.503304883544332,14.91053140512006,0.0036685123386715,5.372157918611136e-06
JGpQwM9fYnQ,"Best Pop Hits Mix 2026 Vol. 3 🔥 Bruno Mars, The Weeknd, Ariana Grande, Justin Bieber, Ed Sheeran",134115,1233,41,88,203000,0.690223303057787,0.7271974311218646,0.207371509095513,0.7907308433828202,0.1996299845134008,0.272534694612865,0.5853048585090989,0.1905396163126691,0.5985884348081835,0.4981906182327589,0.8691181237990098,0.2712930257250497,0.9292290704177616,0.93533559794711,0.5726341861402522,0.6419774215736292,0.315243558512656,0.2753411114964557,0.9035660107499136,0.959479887956796,0.6827485240567017,0.1567721308827314,0.0684192968918981,0.3044440215706668,0.3561951854037011,0.9296254876199312,0.4268666564585767,0.0521464098787834,0.0856679060420624,0.7041600994078213,0.0999033976252343,11.815611906762475,0.0091935339556801,0.0003057055086641
tZ192uMAPRA,Demi Lovato - Fast (Official Music Video),6524045,176440,13625,302,10900000,0.00555049699232,0.1104342923264927,0.26091565060412,0.7281805829155349,0.4950133239952816,0.3373992440688447,0.1104682625298836,0.068276733527836,0.9525131686651406,0.251744155198765,0.3058944135458108,0.638942494084329,0.4161330422165347,0.0456443023863254,0.0744624225102623,0.9100389018715492,0.6830977956690947,0.4666886270873313,0.4235925226013608,0.7402441969763631,0.2732012735226571,0.0291496518796099,0.0233703714454542,0.3273819489436784,0.588908821445075,0.5450230464429863,0.9099306173887048,0.4172459797704337,0.444284637906199,0.8870949098116333,0.6979598672173314,15.717690619043925,0.0270445671290484,0.0020884279479329
ko70cExuzZM,Taylor Swift - The Fate of Ophelia (Official Music Video),411556608,3451280,141100,236,63200000,0.6073869408439841,0.9208419962203334,0.3554240307763642,0.3886584630084042,0.5148617728864231,0.6760001825504859,0.720041215842335,0.7028417231011753,0.581377187250061,0.2399208577967166,0.0372080914126561,0.2584738116707873,0.7646996454633224,0.7109358279507002,0.2122831470800481,0.6241099577697364,0.5023657174851538,0.7058874363798479,0.0870655912420477,0.5954370085242993,0.4626163531570454,0.5324507100457081,0.5858805973949133,0.7693315469540697,0.2120955941042321,0.6004435646676407,0.5199964694657983,0.2680936666100453,0.9463758113143432,0.6387181144512272,0.1827330486767897,19.84380808765285,0.0083859180596951,0.0003428446947865
eV5pzC43kQQ,"Top 20 Pop Songs 2026 ♫ Bruno Mars, Lady Gaga, Dua Lipa, Adele, Ed Sheeran, The Weeknd #28",2727689,0,139,216,26800,0.8553085869473956,0.1953471017103989,0.096152355016868,0.0299581041990067,0.3243741414402391,0.2373466787565861,0.2838565812984993,0.6971475951340915,0.6747426044678304,0.9866251536846264,0.9944480083034368,0.2604173582705379,0.8749217539739629,0.7798400818992819,0.9966735050294484,0.5104930794078427,0.8280149632417894,0.6430636239700779,0.621898261426622,0.6623125873404171,0.5392161677697616,0.0718484371726216,0.1649574626039246,0.7627438581480807,0.7713391950581361,0.687322579520278,0.1613751461429027,0.7402116779404019,0.4521502138827347,0.2166572093182149,0.4242544209161881,14.818965655124751,0.0,5.095886995956285e-05
YASTfIPXRDo,"Billboard 💎 Pop Songs 2026 🔥 Bruno Mars, The Weeknd, Ed Sheeran, Charlie Puth, Maroon 5, Ava Max",28483,108,7,3,62400,0.3664410001939338,0.8378821165726176,0.3355493861912817,0.361241955869932,0.5028230658260301,0.0033291826667283,0.2882600810286084,0.0813097285113328,0.507403693340686,0.8701697736573527,0.1282401630860533,0.943794392992368,0.8056205148882158,0.4511501297565217,0.2913263820186783,0.685802952630423,0.5071002222963442,0.9352077009607506,0.017701599418081,0.6637787664861434,0.1199153486600546,0.8019205158518063,0.9066422333096648,0.0220844597554363,0.94752916738102,0.2003924894771499,0.1188816218715391,0.3717262757044216,0.1126831607558657,0.686811952978695,0.2752933300321728,10.26088223739921,0.0037916023030473,0.0002457520011234
_JMFk6nmvYI,"Spotify Top Pop Hits 2026 🌍 Ed Sheeran, Shakira, Bruno Mars, Maroon5, Taylor Swift, Alan Waker",9936,56,0,1,34200,0.0498131536732219,0.6804045217981975,0.8202193155058326,0.0044726652647806,0.8604485173583805,0.286028082355378,0.5636990313038123,0.3537476964822392,0.6164124420353864,0.9103032795171878,0.6773798288588073,0.8886325663280795,0.9755624819527808,0.8348544246792069,0.9458787580866904,0.7119691634194669,0.0309881321654067,0.0172907039074381,0.2571769752460999,0.7047090516790964,0.8493973212124589,0.5959963992600865,0.3193365565784377,0.2346294772392628,0.4274870276959359,0.4900890391959849,0.2215347587261086,0.0102527077857934,0.0162523012589921,0.7829171616595734,0.2982459552757287,9.209640126861787,0.0056355036731407,0.0
S1wiLj-JUCc,🔝🎶Spotify Hits Music 2026 || Top Music Playlist -- Best 50 English Songs | Viral Tiktok Music,213347,720,31,6,58300,0.6416119805181526,0.757448753209246,0.303483244147239,0.9473708951343124,0.0454060834091176,0.6638001730593972,0.8831477348207243,0.3632519264569149,0.3082921184011977,0.6651942091946156,0.9150498066759184,0.2612324519728429,0.6175256818726456,0.7698852882971564,0.8065928006583437,0.2143661920338789,0.1588933840206137,0.049402108606445,0.1774494468178715,0.734250363571418,0.2750874698626896,0.6641111118046132,0.7306121553986074,0.5642352593065777,0.0682224862128538,0.7664917813488021,0.0065141926103667,0.6772986780001128,0.8922794887487476,0.6511783677750039,0.9879950526943476,12.274049000539268,0.003374767984701,0.0001453025104524
5fMHvRXm66E,10 Best Pop Songs of 2026 🎧 (vol 4) || Top Hits in English 🎶 || The Most Listened Pop Songs in 2026,112956,742,25,69,42100,0.2022045480400475,0.0843175864733071,0.9496112079547164,0.6383340629350732,0.4200755199193775,0.1921194692156169,0.1719050260297951,0.8645227680226195,0.0538864884242719,0.2111849043992126,0.7003632281139702,0.6867601886052637,0.239283173892159,0.837776222060485,0.1297145372080378,0.0813114068590735,0.0497228405046253,0.2661713108008651,0.1442996584621149,0.7047848029176914,0.8555319871908371,0.8598238321182452,0.5791657214669229,0.2777723123453721,0.7986208220650567,0.5935222119017624,0.7768307943615903,0.1216998209304001,0.9866010266849268,0.91377042762173,0.99848631835434,11.641309884625192,0.0065688713404215,0.0002213231583699
D0MmFeS1yo0,Billboard Hot 100 - Top 50 Singles (4/11/2026),15925,298,85,53,34400,0.3669183389785534,0.6521623364715398,0.3096902440492176,0.1670781068600787,0.7843641589037309,0.4063816406614884,0.3087934682557456,0.5821373474257074,0.7220942163685484,0.668242593666004,0.6235162079144708,0.1876248248939519,0.7033970340041887,0.6622536127872081,0.8704994415382088,0.7214122700742862,0.2455357301014565,0.5340948688326973,0.2898082155723963,0.8095258745180554,0.3517986628276698,0.1702188658496479,0.877880559234528,0.6741553223283724,0.3946911275331258,0.9916466837670068,0.5692954068593257,0.526792450375167,0.6612393194461177,0.2887732021292485,0.9833465027590436,9.69424690639091,0.018711540876554,0.0053371844782117
ub8t6DzjoiQ,Billboard Explains: The Origins of Hip-Hop,14849,179,39,1190,4140000,0.2589827525275421,0.6160706534868572,0.194798316244646,0.9334928812621026,0.982228133754945,0.2927102233322556,0.0615651627120741,0.5715694525834932,0.2902893017954379,0.9035407737940032,0.2751900727043315,0.7285168543483234,0.118879657154877,0.4431873255478316,0.2400534874345504,0.0147803889327605,0.1150527820071273,0.1692148643702923,0.583393718096997,0.8242112041854106,0.1201499062652604,0.8005864545231304,0.1158838342305316,0.7411254172657737,0.162462656616511,0.525997935643406,0.8973135866551962,0.5398962254318995,0.9304495944509812,0.7391792872096394,0.8450579389562581,9.617736946934096,0.012053872053872,0.0026262626262626
cnszfCxH0jU,BEST RAP SONGS OF OCTOBER 2025,19662,403,35,208,425000,0.9949849617649452,0.8187378532778021,0.3930538616859655,0.3209388462937967,0.7446464546590295,0.1755681978648845,0.9011037529029138,0.2888006487828095,0.0143309072179518,0.6747303798685169,0.2379288357878514,0.9535910464449286,0.1997109473421422,0.7921401033549258,0.6678524932841668,0.1287693794875419,0.4728245657257944,0.1784788335312529,0.8629417800272948,0.2176947134715483,0.9549029964111156,0.5451211762530813,0.7205690103347744,0.1031152871522981,0.6937997831916217,0.6616658199496831,0.205751121050091,0.0231238350531294,0.8011363119952839,0.94242160435571,0.7082605714776139,9.906782119485555,0.0204953465900422,0.0017799928800284
nPufh46nmKQ,Billboard Hot 100 - Top 50 Singles (3/7/2026),41188,504,100,88,34400,0.1038953632944253,0.4624575894553002,0.3315984696872517,0.8515717951708498,0.317265505800255,0.6300089833997501,0.3279147028796615,0.953977769837589,0.8387430229270302,0.6103565554874809,0.6018613616029866,0.1581057200062303,0.239066939424698,0.0820548690838884,0.3488806230466921,0.3321982973161884,0.39461541921888,0.5441353417582675,0.5528208641169986,0.4376736180513148,0.7362882851666254,0.4479474432836107,0.8318909913011161,0.3692917811409506,0.4109781481293783,0.8763456041130492,0.733380025296555,0.0096892127133596,0.9731721393799102,0.2260381131769482,0.6442460739612447,10.638088527988431,0.0122362766758115,0.0024278326737721
8NTGxHE6KvU,Billboard Hot 100 - Top 50 Singles (1/10/2026),46436,501,133,144,34400,0.4572097508321445,0.074059317350395,0.6037695242246153,0.7904334924660589,0.7723596216456888,0.2465473769170706,0.3768502750734404,0.6946255068078315,0.8596417226052434,0.9059523321954698,0.2797693709127886,0.860120420896791,0.4620074809897755,0.927918545526694,0.2213192598124317,0.0457219734887771,0.0767814223752483,0.931959790201777,0.2746855245735128,0.0868590404140956,0.7462748774882418,0.2816457231000102,0.977424197158468,0.9543385772196372,0.2901787537434835,0.93397720796041,0.3822571159230727,0.3415994572963385,0.5663471764601422,0.901817603289969,0.2997621781583104,10.756582860913136,0.0107888106466826,0.0028640954411353
